1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane2, 0.05,0.05,,,-0.1047535,1.807904,1.27312,,,-0.1046723,1.808131,1.273106,,29.7499911776726,32.3803174444165,19.8839300452045, 1.1
PointPlane1, 1.22,1.22,,,0.04970545,1.641554,1.027439,,,0.05146928,1.647376,1.02707,,44.750001422956,44.0804004312126,17.1505994060012, 0.956
PointBall2, 8.47,8.47,,,-0.1423099,1.670888,0.9914469,,,-0.131698,1.711871,0.9902547,,51.5012914748996,59.9478310165712,14.5784526889885, 0.956
PointPlane3, 2.57,2.57,,,0.1614576,1.618865,0.9596295,,,0.1645187,1.631106,0.9571066,,59.7499809323891,49.8012062113739,17.7965525759489, 1.199
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 0.06,0.06,,,0.1416612,1.644441,0.9650557,,,0.1417543,1.644731,0.9649728,,59.7499809323891,46.6187445429636,23.0952799979054, 1.5
PointBall2, 2.4,2.4,,,-0.1498476,1.66773,0.9750742,,,-0.1474654,1.679328,0.9729791,,56.9619968285156,57.2788288047283,15.1337180247549, 0.933
PointPlane1, 1.13,1.13,,,0.06023712,1.638296,1.024485,,,0.06165297,1.643672,1.023366,,44.750001422956,35.9230784117079,18.396437828774, 1.271
PointBall1, 2.45,-2.45,,,0.2390439,1.793857,1.059335,,,0.2333781,1.783158,1.061257,,37.6750457907253,18.5478972694043,29.1349019241781, 0.922
PointBall3, 1.11,1.11,,,0.08182621,1.86564,1.239616,,,0.08391297,1.870789,1.239336,,3.35864596626114,19.3253759734442,22.207435685233, 0.845
PointPyramid, 1.97,-1.97,,,0.05954418,1.862641,1.270446,,,0.05580919,1.85352,1.270952,,48.5275603817165,70.8252416463943,22.4231672041646, 1.122
PointPlane2, 2.46,-2.46,,,-0.1120748,1.81611,1.265616,,,-0.1160331,1.804553,1.266907,,29.7499911776726,29.8548482388927,19.7343318310712, 1.101
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 3.31,-3.31,,,0.05719088,1.886415,1.237564,,,0.05113077,1.871052,1.23889,,2.67239638887909,23.3472439618284,21.9357734562919, 1.09
PointPlane1, 3.87,-3.87,,,0.06475551,1.671152,1.030118,,,0.05916053,1.652802,1.032496,,44.750001422956,40.6945869613969,18.2328855385547, 1.134
PointPyramid, 2.69,-2.69,,,0.0616239,1.866753,1.268847,,,0.05657794,1.85439,1.270362,,48.5275603817165,70.8602805158614,23.0129386546577, 1
PointBall2, 1.42,-1.42,,,-0.1344467,1.698681,0.9740169,,,-0.135389,1.691672,0.9744245,,54.9305244560608,57.2479392750665,8.23659148525874, 5.086
PointBall1, 1.02,1.02,,,0.2303315,1.780736,1.06446,,,0.2321727,1.78547,1.06419,,37.1590147680069,24.6276448483869,21.4264104055652, 1.99
PointPlane3, 3.77,3.77,,,0.1583063,1.628806,0.9684176,,,0.1631168,1.646874,0.96621,,59.7499809323891,54.4523941519922,16.224470176549, 1.146
PointPlane2, 0.81,0.81,,,-0.1141826,1.798109,1.262861,,,-0.1132164,1.802046,1.262565,,29.7499911776726,28.9340158209944,14.3212106965313, 1.145
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 1.03,1.03,,,0.1506558,1.615813,0.9518508,,,0.1519329,1.620746,0.951125,,59.7499809323891,53.0361134858666,16.45982482842, 0.955
PointPlane2, 1.01,-1.01,,,-0.1071945,1.808136,1.264403,,,-0.1087111,1.803338,1.264803,,29.7499911776726,30.3687584879328,18.0435424547472, 1.145
PointPyramid, 2.33,-2.33,,,0.07784864,1.860998,1.268355,,,0.07418707,1.849952,1.268956,,48.527550136433,30.315223466708,18.5329681838414, 1.877
PointBall2, 2.4,-2.4,,,-0.1270028,1.695883,0.9644929,,,-0.1303253,1.684339,0.9648741,,56.1370226978563,64.760293379384,16.1285999364792, 1.33
PointBall3, 0.62,-0.62,,,0.07673074,1.873406,1.227901,,,0.07568228,1.870504,1.227925,,3.86776441084497,18.5444070428355,19.864662082092, 1.3
PointBall1, 1,1,,,0.2340094,1.778515,1.063668,,,0.235601,1.783265,1.063403,,37.6532779784462,25.6283597415001,18.7190822958087, 1.046
PointPlane1, 0.85,-0.85,,,0.0817678,1.655357,1.030618,,,0.0806365,1.651255,1.030949,,44.750001422956,42.741611674159,15.9625290140736, 1.132
