1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane1, 15,15,,,0.06066888,1.603108,1.052064,,,0.07078641,1.677264,1.056959,,44.750001422956,49.2336823939357,8.73005470981373, 2.078
PointBall1, 8.43,8.43,,,0.2347716,1.74097,1.064226,,,0.2510006,1.779244,1.07103,,38.5497197914971,35.9568536962137,24.7894691007942, 1.956
PointBall2, 8.72,8.72,,,-0.1370403,1.63893,0.9648637,,,-0.1543675,1.67718,0.9765258,,57.3134544477621,59.9780887537523,28.7770546631408, 2.21
PointPlane2, 6.85,6.85,,,-0.1144037,1.773373,1.264302,,,-0.1098523,1.806707,1.270638,,29.7499911776726,41.348649273211,13.375826310571, 1.735
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 9.11,9.11,,,0.06225608,1.828348,1.249639,,,0.06950402,1.871485,1.262387,,1.40694785321469,17.5882796233834,18.9928482229556, 1.956
PointBall2, 1.99,1.99,,,-0.1477733,1.658021,0.963408,,,-0.1506559,1.667202,0.9659567,,58.9092802916035,63.5822770256348,22.9061384046728, 2.01
PointPlane3, 14.07,14.07,,,0.1434734,1.601134,0.9825579,,,0.1687221,1.666585,0.9775903,,59.7499809323891,58.2307351673909,21.415919235292, 4.59
PointPyramid, 8.76,8.76,,,0.05171116,1.816079,1.262712,,,0.0620303,1.855814,1.27799,,48.7770808455319,30.4487775669273,25.0975464822819, 1.945
PointBall1, 8.12,8.12,,,0.2374071,1.746035,1.063822,,,0.2508205,1.782252,1.07629,,37.8913715360981,44.0645407324012,26.9940628582292, 1.811
PointPlane2, 5.42,5.42,,,-0.1216523,1.780656,1.262107,,,-0.1182345,1.806344,1.270009,,29.7499911776726,47.5226961487979,18.7587127598175, 1.945
PointPlane1, 12.6,12.6,,,0.06267822,1.609001,1.047769,,,0.0798904,1.669568,1.049262,,44.750001422956,48.4540948690482,15.944263381194, 3.334
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane2, 4.99,4.99,,,-0.1259959,1.781392,1.263664,,,-0.1222353,1.805539,1.268615,,29.7499911776726,42.3189971461194,14.6373972198854, 2.033
PointPyramid, 7.8,7.8,,,0.05566645,1.814656,1.27223,,,0.06475742,1.851282,1.281996,,48.7770808455319,35.9057672977382,20.1994181817354, 1.866
PointBall2, 11.83,11.83,,,-0.1531653,1.628718,0.9774208,,,-0.1627506,1.685612,0.9905069,,55.9460471988826,61.0699832546534,16.1157113698741, 2.134
PointPlane3, 5.93,5.93,,,0.141214,1.608416,0.9674394,,,0.1514499,1.635073,0.9593968,,59.7499809323891,46.8371193450304,25.8740621296757, 2.234
PointBall1, 6.87,6.87,,,0.2360214,1.745862,1.059427,,,0.2487931,1.777203,1.065281,,38.9889146032856,37.4463164221649,24.2508779638751, 2.333
PointBall3, 7.58,7.58,,,0.06378876,1.835478,1.240251,,,0.06715136,1.871545,1.251419,,0.537412128907295,18.3392793922953,18.1585064881103, 1.689
PointPlane1, 13.01,13.01,,,0.06428218,1.600231,1.043357,,,0.07567932,1.664256,1.04395,,44.750001422956,46.3946323821536,10.1229821060432, 1.911
