1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall1, 8.88,-8.88,,,0.2726295,1.818104,1.063694,,,0.2526524,1.779736,1.073605,,38.4443436359145,12.9621285942447,30.055696776037, 0.757
PointPyramid, 6.85,-6.85,,,0.04715182,1.85451,1.23401,,,0.0360763,1.822263,1.237166,,48.277076861255,46.152345088468,19.587090032136, 0.722
PointPlane2, 2.88,2.88,,,-0.1545761,1.776523,1.244103,,,-0.1495107,1.789677,1.241142,,29.7499911776726,26.6580722019277,23.9138200905455, 3.179
PointPlane1, 8.55,-8.55,,,0.02219802,1.704368,1.034042,,,0.01033344,1.664587,1.044281,,44.750001422956,34.1854646748318,21.3390369205865, 0.801
PointBall2, 8.33,-8.33,,,-0.1047539,1.70266,0.9350959,,,-0.11917,1.664457,0.9431993,,59.3297603855869,62.6821878916686,23.2854153836346, 1.035
PointPlane3, 19.17,-19.17,,,0.1567163,1.700716,0.9233453,,,0.1222252,1.614626,0.9475918,,59.7499809323891,48.0799132110654,25.9492590952504, 0.701
PointBall3, 0.1,0.1,,,0.06839234,1.871113,1.255985,,,0.06857228,1.871552,1.25591,,0.699975002219811,23.4108364363261,23.877635456877, 0.779
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall2, 6.92,-6.92,,,-0.1496066,1.70306,0.9621404,,,-0.1576899,1.67198,0.9749933,,58.151313729932,53.387974086263,25.8251477312958, 0.767
PointBall3, 0.97,0.97,,,0.08184166,1.866432,1.241224,,,0.08378911,1.870838,1.240479,,3.25582024593234,22.0858890572404,25.2438371774016, 0.755
PointPyramid, 14.19,-14.19,,,0.09172036,1.883709,1.225007,,,0.06027728,1.821112,1.236149,,48.277076861255,45.4005461874454,27.9718385616533, 0.713
PointPlane2, 8.69,-8.69,,,-0.1229631,1.822482,1.220366,,,-0.1378535,1.78252,1.228745,,29.7499911776726,26.7872191227078,23.027486957185, 0.691
PointPlane1, 1.63,-1.63,,,0.04080249,1.651852,1.022343,,,0.03836335,1.644219,1.023913,,44.750001422956,37.1595850887868,20.6748505611569, 0.79
PointPlane3, 0.68,0.68,,,0.1171654,1.628512,0.9581509,,,0.1182436,1.631649,0.9574199,,59.7499809323891,49.6000161647806,22.4094214488425, 0.745
PointBall1, 2.57,2.57,,,0.2365832,1.759621,1.051358,,,0.2426406,1.770758,1.049163,,40.3512231160916,19.6212904959059,29.9653470362102, 0.744
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 15.11,-15.11,,,0.1297965,1.71037,0.9456698,,,0.1025957,1.642155,0.963486,,59.7499809323891,49.0407602911027,25.3497324273467, 0.711
PointBall1, 1.61,1.61,,,0.245555,1.764838,1.058056,,,0.2487128,1.772131,1.05678,,40.068043480983,20.0897816957766,24.941029286712, 0.757
PointPyramid, 6.48,6.48,,,0.06026555,1.802538,1.24986,,,0.07143511,1.832731,1.246418,,48.277076861255,45.7917316008938,21.0884799755935, 0.778
PointPlane1, 4.2,-4.2,,,0.05191471,1.656816,1.01364,,,0.04601975,1.636878,1.016572,,44.750001422956,39.6294531409193,18.1632944505853, 0.832
PointBall2, 1.88,1.88,,,-0.1838881,1.662786,0.9985518,,,-0.1822596,1.671716,0.9960631,,58.2084687513162,55.9985850125163,18.2124957169023, 2.124
PointPlane2, 1.33,-1.33,,,-0.1252998,1.796725,1.241412,,,-0.1270884,1.790364,1.242332,,29.7499911776726,26.5353849323754,17.4346498902047, 0.924
PointBall3, 4.61,4.61,,,0.05017627,1.850298,1.248662,,,0.05908963,1.871456,1.246673,,1.16482875293271,23.7643209141525,23.2939497047651, 0.768
