1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane3, 7.49,7.49,,,0.1563697,1.613611,0.9756358,,,0.1656037,1.648962,0.9674155,,59.7499809323891,48.5426209484173,19.1101720866114, 0.967
PointBall3, 10.08,10.08,,,0.06533183,1.821272,1.26896,,,0.06864905,1.871047,1.276099,,3.1231779759418,6.19916062669261,9.21360391506432, 1.034
PointPlane2, 8.47,8.47,,,-0.1127028,1.769596,1.275724,,,-0.109479,1.811681,1.279254,,29.7499911776726,35.0329920895028,6.66732739258674, 1.045
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 11.46,11.46,,,0.0590777,1.815338,1.258073,,,0.06556418,1.871384,1.268167,,1.98593507563865,10.5398968413791,12.2948626733587, 1
PointPlane2, 8.48,8.48,,,-0.1163214,1.771988,1.28472,,,-0.1097977,1.813856,1.28302,,29.7499911776726,28.9487178027737,9.0873316500712, 1.444
PointBall2, 14.96,14.96,,,-0.1469337,1.640666,1.007374,,,-0.1406308,1.71487,1.000136,,50.9841539615665,50.2455919667871,7.18258489640311, 1.166
PointPlane1, 9.84,9.84,,,0.06264783,1.625214,1.051094,,,0.06932639,1.673916,1.05361,,44.750001422956,48.433399396439,8.42806729557529, 1.167
PointPlane3, 6.71,6.71,,,0.1500466,1.630861,0.9819746,,,0.1544811,1.663521,0.9758216,,59.7499809323891,49.7620316624794,12.8715175996895, 1.199
PointPyramid, 10.61,10.61,,,0.06545917,1.777262,1.295459,,,0.07004454,1.829811,1.300974,,48.7770808455319,42.7688777885669,7.96572753465467, 1.145
PointBall1, 11.28,11.28,,,0.235821,1.726049,1.075902,,,0.251633,1.780118,1.073241,,38.3599976322012,26.3965254828659,16.4781109518665, 1.044
