1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane3, 19.36,19.36,,,0.1574221,1.588353,1.008512,,,0.1662179,1.682219,0.9866164,,59.7499809323891,47.0911955448954,13.8793017383969, 1.945
PointPlane2, 6.76,6.76,,,-0.1098358,1.782148,1.292203,,,-0.1068865,1.815036,1.285065,,29.7499911776726,18.4241957167885,12.9861324396411, 1.978
PointBall2, 4.48,4.48,,,-0.1309886,1.703522,1.006408,,,-0.1288648,1.725373,1.002033,,49.116595879347,44.7055881191139,12.3228493727041, 1.856
PointPlane1, 8.07,8.07,,,0.07927819,1.637444,1.068798,,,0.08254795,1.6752,1.054894,,44.750001422956,25.1868494956475,20.4797513355865, 1.944
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall2, 0.99,0.99,,,-0.1212279,1.708664,0.9860402,,,-0.1211951,1.713205,0.9841011,,51.2636828606653,34.5387971809533,22.8773850166144, 2.256
PointPlane1, 5.63,5.63,,,0.07867306,1.648175,1.065844,,,0.08006607,1.673049,1.052743,,44.750001422956,17.4496899663386,27.6597791799903, 1.9
PointPlane3, 11.57,11.57,,,0.1616394,1.615,1.005672,,,0.1651828,1.664931,0.9766353,,59.7499809323891,30.0072878116416,30.1159390428401, 2.133
PointBall1, 6.48,6.48,,,0.2365411,1.764181,1.099502,,,0.2393024,1.793263,1.085541,,35.3833466332291,19.8018021453624,25.8290204484474, 1.923
PointPlane2, 3.94,3.94,,,-0.09576082,1.798109,1.294888,,,-0.09421176,1.815726,1.286259,,29.7499911776726,5.96565097961985,26.2115947011394, 1.989
PointPyramid, 3.48,3.48,,,0.06835902,1.827569,1.290637,,,0.06981972,1.844665,1.287845,,48.7770808455319,57.9307737579586,10.2224484406109, 1.678
PointBall3, 4.47,4.47,,,0.07057469,1.849541,1.257899,,,0.07194642,1.871498,1.253883,,1.09271113537093,10.4159929444148,10.7022640938104, 1.822
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 4.11,4.11,,,0.06928165,1.851307,1.25654,,,0.07022105,1.871522,1.252894,,0.863887371464381,10.0136862757598,10.3075568641692, 1.712
PointPlane2, 5.36,5.36,,,-0.1015234,1.79242,1.298501,,,-0.09969816,1.817597,1.2895,,29.7499911776726,11.0342266461609,19.7958137771742, 1.845
PointPlane1, 2.42,2.42,,,0.07291336,1.652331,1.047487,,,0.0739164,1.663685,1.043379,,44.750001422956,25.524018359548,20.1862990962522, 1.845
PointPyramid, 3.73,3.73,,,0.06336451,1.83077,1.2879,,,0.0645735,1.848957,1.284051,,48.7770808455319,60.5457047787417,12.2695141345069, 1.978
PointBall2, 2.84,2.84,,,-0.1205463,1.706377,0.9953525,,,-0.1205842,1.719492,0.9898794,,50.1599311516951,33.544605118316,22.4020738730473, 1.911
PointBall1, 2.8,2.8,,,0.2476551,1.767844,1.076785,,,0.249113,1.781027,1.072307,,38.1588144157969,22.4583990264704,19.4221051097782, 1.812
PointPlane3, 4.23,4.23,,,0.1531719,1.633539,0.9787154,,,0.1549435,1.6525,0.9694583,,59.7499809323891,34.2739053768386,26.1860993132245, 1.989
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall3, 4,4,,,0.07804144,1.851672,1.251345,,,0.07924646,1.871216,1.247214,,2.26874374610822,10.8742234928903,12.1797594748951, 1.978
PointBall1, 6.86,6.86,,,0.2442215,1.750008,1.08463,,,0.2476984,1.781795,1.072264,,37.9889749366215,21.4524231802954,21.7639071185368, 1.822
PointBall2, 0.33,-0.33,,,-0.1279283,1.711293,0.9849491,,,-0.1279984,1.709772,0.985543,,51.8626118870332,38.1763338505304,21.2167440944479, 1.989
PointPlane1, 4.65,4.65,,,0.07732479,1.643187,1.053091,,,0.07926594,1.664595,1.044289,,44.750001422956,23.1258024049095,22.588205060487, 2.089
PointPlane3, 4.77,4.77,,,0.1591641,1.637242,0.9833084,,,0.1615924,1.658641,0.9730041,,59.7499809323891,34.7215593776787,26.0788738839756, 1.955
PointPlane2, 3.39,3.39,,,-0.1092589,1.797302,1.287905,,,-0.1078799,1.812836,1.281255,,29.7499911776726,8.25991999571975,23.3712503685456, 2.133
PointPyramid, 3.61,3.61,,,0.07273668,1.832175,1.281965,,,0.07439999,1.849711,1.278012,,48.527550136433,44.5754900945184,13.5111596750196, 1.877
