1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane2, 17.18,17.18,,,-0.1212747,1.742303,1.301751,,,-0.09171799,1.822912,1.298706,,29.7499911776726,33.8701968118955,20.2100664463551, 1.423
PointBall3, 10.04,10.04,,,0.07130824,1.823733,1.273899,,,0.08929083,1.87051,1.271422,,4.22303754441046,18.2567194830002,21.1767260172144, 1.523
PointBall1, 10.48,10.48,,,0.2368461,1.73624,1.091336,,,0.2572199,1.784334,1.087265,,37.4372698368609,20.3788011424629,23.3166003189698, 1.487
PointBall2, 19.62,19.62,,,-0.1448832,1.642694,1.010109,,,-0.1175174,1.736835,1.006332,,47.0180886171486,56.3555443489862,16.321701331773, 1.458
PointPlane3, 13.8,13.8,,,0.163466,1.608416,0.9957447,,,0.1816866,1.67343,0.9815426,,59.7499809323891,49.5036012171397,19.4089757790115, 1.58
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall2, 19.92,19.92,,,-0.1405901,1.63979,1.017241,,,-0.1135532,1.734165,1.000504,,47.5092201859405,51.3231430708302,18.4897706536377, 1.568
PointPyramid, 3.3,3.3,,,0.07214867,1.81603,1.302147,,,0.07782945,1.831329,1.299632,,48.7770808455319,60.0340758128209,21.9994137421126, 1.591
PointPlane1, 9.24,9.24,,,0.06157732,1.621495,1.052774,,,0.07462285,1.665096,1.04479,,44.750001422956,37.8682342709286,19.2010733641982, 1.401
PointBall1, 13.35,13.35,,,0.244664,1.716976,1.100865,,,0.2699278,1.777682,1.08933,,38.9077651280148,16.2509849701691,24.4811902287316, 1.355
PointPlane2, 15.05,15.05,,,-0.1085646,1.752189,1.307761,,,-0.08209398,1.821771,1.29673,,29.7499911776726,29.0757012611944,22.3034305762517, 1.424
PointBall3, 13.48,13.48,,,0.06487252,1.808739,1.284927,,,0.09085393,1.870231,1.275643,,4.74197950829469,21.942730003768,24.0817197960506, 1.369
PointPlane3, 8.14,8.14,,,0.1524461,1.626128,0.9864825,,,0.1648404,1.663364,0.9757305,,59.7499809323891,46.6554772992977,23.6178509265721, 1.379
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall2, 22.24,22.24,,,-0.1341383,1.629324,1.013465,,,-0.1034713,1.734468,0.9941034,,47.4478987492786,50.5658356223953,18.8986650395639, 1.368
PointBall3, 11.79,11.79,,,0.05209634,1.817162,1.269795,,,0.07395795,1.871402,1.262398,,1.80991619642713,22.0927090009369,22.9710405679074, 1.344
PointPlane2, 7.91,7.91,,,-0.1209765,1.78015,1.295837,,,-0.1096643,1.817473,1.289286,,29.7499911776726,25.8198253065332,19.1780180612964, 1.27
PointPlane1, 10.2,10.2,,,0.07705662,1.619795,1.054496,,,0.09115557,1.668359,1.048053,,44.750001422956,40.2714226031444,17.6002785578739, 1.257
PointPyramid, 4.44,4.44,,,0.06366234,1.819512,1.295455,,,0.07290692,1.839493,1.292416,,48.7770808455319,60.4654159072825,25.8888255831558, 1.367
PointBall1, 1.07,-1.07,,,0.2401749,1.792802,1.073467,,,0.2374571,1.788252,1.074039,,36.5358044198153,19.7517300299504,31.3458409271754, 1.335
PointPlane3, 12.3,12.3,,,0.1572577,1.6078,0.9892498,,,0.1802982,1.663193,0.9756318,,59.7499809323891,50.065780411701,25.662218695821, 1.744
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 5.29,5.29,,,0.1531579,1.632794,0.983395,,,0.1610018,1.654584,0.9706616,,59.7499809323891,33.9528694193087,34.2509013003541, 3.501
PointBall2, 14.93,14.93,,,-0.1380866,1.643572,1.01064,,,-0.1177794,1.706007,0.9750993,,52.5049501794632,45.0256815105646,33.0326107372847, 1.601
PointPlane2, 16.64,16.64,,,-0.1121551,1.745991,1.321546,,,-0.0867521,1.820486,1.294503,,29.7499911776726,20.3364403104093,26.2943441481787, 1.713
PointBall3, 4.8,4.8,,,0.06348472,1.850141,1.267665,,,0.07299855,1.871431,1.261948,,1.67128651874375,26.9590632623487,27.4071185367914, 1.68
PointPlane1, 9.66,9.66,,,0.06116524,1.631344,1.067753,,,0.07637614,1.675413,1.055107,,44.750001422956,33.8800049632707,24.0138618685348, 1.868
PointBall1, 7.29,7.29,,,0.2353167,1.750717,1.085917,,,0.2512935,1.78205,1.076412,,37.9363039343027,10.3958942595677,30.5540717602422, 1.889
PointPyramid, 3.45,3.45,,,0.05540237,1.829365,1.291313,,,0.0646659,1.843679,1.288716,,48.7770808455319,64.097867501164,33.8372274896893, 1.647
