1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
PointPlane1, 2.85,2.85,,,0.06853098,1.653794,1.050681,,,0.0709023,1.667394,1.047088,,44.750001422956,31.5459313133429,17.3545932451708, 2.012
PointBall1, 1.41,1.41,,,0.2483631,1.77975,1.084425,,,0.2496576,1.786618,1.083326,,36.9179125121094,23.2194972297892,13.7277219156859, 1.654
PointPlane2, 0.61,0.61,,,-0.1089194,1.808895,1.27999,,,-0.1084887,1.811877,1.279593,,29.7499911776726,23.7759527259853,10.9469001187315, 1.857
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall2, 7.77,7.77,,,-0.141133,1.669787,1.002369,,,-0.1426472,1.707843,0.9946703,,52.2033495246758,42.2839548615578,11.4048574596478, 1.756
PointPyramid, 0.21,0.21,,,0.06170319,1.844343,1.28735,,,0.06184714,1.845362,1.287228,,48.7770808455319,55.7111604149568,10.2882615803008, 1.711
PointPlane2, 3.24,3.24,,,-0.1096824,1.792664,1.276786,,,-0.1077523,1.808465,1.273684,,29.7499911776726,20.0485512599991,12.8074017619611, 1.789
PointBall1, 2.44,2.44,,,0.2480537,1.765654,1.068504,,,0.2498446,1.777604,1.067,,38.9034723542409,28.0734871416001,10.9136345370783, 1.622
PointPlane1, 6.3,6.3,,,0.06749485,1.633469,1.050728,,,0.07170342,1.663877,1.043571,,44.750001422956,32.5762823964401,15.0557548326433, 1.867
PointPlane3, 9.53,9.53,,,0.1592725,1.61655,0.9907317,,,0.1668005,1.660563,0.9741136,,59.7499809323891,40.1854202786034,22.2871286227038, 2.055
PointBall3, 3.12,3.12,,,0.06785534,1.856146,1.264632,,,0.0695914,1.871485,1.262257,,1.39857767006317,11.2021716016679,10.6563028983907, 1.678
