1順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触点の法線と床の法線とのなす角,接触点の法線とデバイスの方向ベクトルのなす角,床の法線とデバイスの方向ベクトルのなす角,時間
3順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointPlane3, 0.64,-0.64,,,0.1514476,1.648682,0.9657234,,,0.151021,1.645526,0.9654318,,59.7499809323891,65.5130621672417,9.43956705708786, 1.212
PointBall3, 2.42,2.42,,,0.07002321,1.859433,1.249027,,,0.07104719,1.871472,1.24938,,1.13487677343011,4.63362624409046,5.22862150849277, 1.845
PointPyramid, 1.99,-1.99,,,0.06274103,1.85825,1.260617,,,0.06211363,1.848338,1.260213,,48.277076861255,50.958270960427,4.45003417940402, 1.533
PointBall1, 1.94,1.94,,,0.2392434,1.772813,1.066207,,,0.2407792,1.782389,1.066615,,37.8517291192585,34.4385300067277,9.48939072437569, 1.589
PointPlane1, 6.93,-6.93,,,0.06624021,1.684176,1.032978,,,0.06252577,1.649909,1.029603,,44.750001422956,50.8953615048272,8.50205019505881, 1.4
PointBall2, 0.36,-0.36,,,-0.1428303,1.690317,0.9774822,,,-0.1430133,1.688532,0.9772844,,55.4542462715706,64.1968505998613,8.77223112676489, 1.613
PointPlane2, 1.32,-1.32,,,-0.1167526,1.806478,1.259392,,,-0.1172635,1.799906,1.258859,,29.7499911776726,34.8771135166025,6.58793925229921, 1.701
4順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall2, 0.29,-0.29,,,-0.140466,1.69683,0.9816186,,,-0.1405827,1.69541,0.9814603,,54.3102340136581,62.4021706340578,8.09436902145021, 1.534
PointPyramid, 2.99,-2.99,,,0.06475142,1.866459,1.282345,,,0.06333587,1.851603,1.281712,,48.7770808455319,46.336261587131,6.06627375055922, 1.966
PointBall3, 5.89,5.89,,,0.07080693,1.8422,1.253819,,,0.0738961,1.871459,1.255031,,1.37045063167864,5.26090055472518,6.5661436923774, 1.455
PointBall1, 2.01,2.01,,,0.2607016,1.771193,1.086544,,,0.2623342,1.781087,1.086828,,38.1595554913012,32.9396860162126,9.55415372250991, 2.1
PointPlane1, 7.51,-7.51,,,0.07177638,1.692314,1.037571,,,0.06673758,1.655193,1.034887,,44.750001422956,49.5827084659054,8.86374882890718, 1.489
PointPlane2, 2.94,2.94,,,-0.1076328,1.79161,1.269442,,,-0.1058987,1.806214,1.269785,,29.7499911776726,31.9954055595462,6.95395285803566, 1.633
PointPlane3, 4.46,4.46,,,0.1462787,1.631354,0.967919,,,0.1496963,1.653288,0.9699135,,59.7499809323891,65.508547412326,10.3547833520974, 1.557
5順目,めり込み量(mm),Y軸めり込み量(mm),,デバイス先端,X座標,Y座標,Z座標,,仮想物体との接触位置,X座標,Y座標,Z座標,,接触角度
PointBall1, 4.43,4.43,,,0.2435886,1.760941,1.072846,,,0.2477597,1.782689,1.073946,,37.7920708336132,33.4686431715755,11.2854367279752, 1.469
PointBall3, 0.83,-0.83,,,0.05940266,1.875439,1.242031,,,0.05903046,1.871327,1.241912,,1.74237363154318,6.81215514660431,5.50840312458379, 1.789
PointPyramid, 1.88,-1.88,,,0.07763666,1.856817,1.270449,,,0.07637022,1.847482,1.270211,,48.527550136433,40.8192925517928,7.91197223983526, 1.589
PointBall2, 6.72,6.72,,,-0.139114,1.671232,0.9819214,,,-0.1352578,1.704384,0.9857017,,52.7915005128334,62.1386756035895,9.42831602829064, 1.332
PointPlane3, 8.46,8.46,,,0.1662635,1.619566,0.9711325,,,0.1719926,1.661343,0.974564,,59.7499809323891,64.9448041044882,9.21279283012296, 1.523
PointPlane1, 1.88,1.88,,,0.07783559,1.643397,1.031398,,,0.07904597,1.652663,1.032357,,44.750001422956,51.2969356357141,9.61958778671141, 1.733
PointPlane2, 10.47,10.47,,,-0.1100008,1.7583,1.274648,,,-0.1016445,1.80997,1.276289,,29.7499911776726,32.9836895087159,9.41039190486002, 1.467
